ID_num,dest_ip,source_mac,dest_mac,packet_count,packet_per_sec,byte_count,byte_per_sec,tcp_flags,connection_attempts,unique_ports,protocol,label
971,69.193.240.10,3d:86:17:ba:e1:9f,86:08:7e:dd:67:51,310,48,13338,2519,SYN,150,5,TCP,Brute Force
972,46.5.204.115,4d:e5:21:13:9a:23,42:d7:33:93:f4:6b,155,43,7243,2314,SYN,76,89,TCP,Port Scanning
973,6.87.194.251,86:46:e4:33:90:78,2e:3b:a6:86:28:e2,12,41,1790,1053,PSH,19,17,UDP,Normal
974,192.168.210.8,f0:cf:81:0c:ea:cb,b8:72:1b:24:df:9f,17,2.97,436,187.26,,0,0,ARP,Normal
975,158.222.158.108,b9:eb:24:5a:f3:5a,45:01:65:c4:3c:5a,4921,766,76127,36126,ACK,9,4,TCP,DDoS
976,151.241.168.184,27:84:ba:e3:c8:13,2c:d3:3a:be:c4:f2,370,75,6419,2642,ACK,158,6,TCP,Brute Force
977,196.169.188.4,27:75:91:29:f1:43,ed:33:04:ae:ae:61,2273,833,50745,84554,ACK,5,1,ICMP,DDoS
978,121.244.14.24,c6:ba:5d:31:24:38,8d:43:53:8a:0c:a6,277,34,9670,1786,SYN,36,54,TCP,Port Scanning
979,192.168.104.156,96:6a:18:f5:e8:30,59:ab:f7:9a:c1:9d,20,1.82,277,123.88,,0,0,ARP,Normal
980,146.11.254.226,92:e2:bb:3a:fd:3b,81:7f:2c:81:af:a8,162,47,25384,3954,,116,5,ARP,ARP Poisoning
981,192.168.230.195,fc:3b:bc:9e:23:02,84:54:74:ee:79:c2,13,0.63,981,404.63,,0,0,ARP,Normal
982,10.96.167.16,4e:e0:61:e3:b0:b0,74:d9:2c:88:67:4a,71,10,1657,889,NONE,1,1,ARP,ARP Poisoning
983,3.7.60.2,7c:81:bb:6f:db:06,55:6c:42:78:84:00,45,13,1615,508,NONE,2,1,ARP,ARP Poisoning
984,53.191.240.110,f9:d7:a8:4c:c3:33,bd:8c:68:f4:6e:37,24,30,1345,766,ACK,14,13,ICMP,Normal
985,238.55.191.255,44:53:0a:e6:2a:02,c6:4d:e7:1c:2f:3b,13,35,1555,426,RST,1,17,ICMP,Normal
986,211.4.2.189,6d:22:79:61:33:86,ef:13:4e:b7:91:48,138,47,502,1601,SYN,56,40,TCP,Port Scanning
987,192.168.42.72,33:5b:db:ce:30:14,c4:31:0f:70:66:84,11,3.01,533,371.26,,0,0,ARP,Normal
988,190.28.254.194,9f:1b:0b:62:d9:7e,90:80:6a:30:6c:81,125,94,4936,1626,ACK,171,6,TCP,Brute Force
989,81.30.166.206,9a:9c:60:3c:81:f2,6a:12:29:17:38:ff,3766,874,164012,67459,ACK,7,2,TCP,DDoS
990,127.114.182.139,36:e2:82:89:eb:e5,82:f3:2a:03:10:86,2356,670,146713,21743,ACK,3,3,TCP,DDoS
991,77.19.148.226,d3:1c:b3:a2:f7:75,96:c2:17:45:0a:12,242,18,14755,13988,SYN,155,9,TCP,Brute Force
992,27.233.151.199,15:88:f5:f9:3a:3c,a9:03:48:28:a9:0b,187,28,5382,2628,SYN,169,9,TCP,Brute Force
993,192.168.136.38,97:83:9f:86:14:5b,ab:7d:a0:69:0e:4d,14,3.69,126,278.94,,0,0,ARP,Normal
994,114.5.190.233,fa:11:95:4a:52:76,49:68:8b:04:28:1e,38,6,1246,990,NONE,1,2,ARP,ARP Poisoning
995,215.68.52.2,f0:84:1f:f3:11:38,dc:02:4e:11:3b:f1,116,45,2357,443,SYN,81,90,TCP,Port Scanning
996,103.35.113.154,21:1d:7f:c0:70:9b,2d:0f:28:e2:63:f6,205,49,8459,11987,SYN,175,1,TCP,Brute Force
997,192.168.124.110,72:d4:41:d7:67:46,2a:37:e1:db:f6:04,25,10.26,2774,631.69,,4,4,UDP,Normal
998,155.123.86.26,c9:a6:40:e0:66:f5,24:c2:3c:43:4b:96,2047,816,143689,140869,NONE,6,9,TCP,DDoS
999,192.168.178.190,c9:1e:31:ff:24:bd,db:f2:d2:b4:52:49,19,2.22,672,473.1,,0,0,ARP,Normal
1000,192.168.109.136,73:25:36:31:d9:01,4f:c9:a4:bb:4d:1e,16,1.74,994,182.93,,0,0,ARP,Normal
1001,99.250.224.141,8d:c3:bc:5a:de:0e,38:9a:f8:2d:d8:1c,4549,382,192884,126321,SYN,9,2,TCP,DDoS
1002,55.180.198.172,44:35:3b:05:9c:8c,c3:b7:9d:3b:d8:d9,294,11,9849,4657,SYN,26,32,TCP,Port Scanning
1003,158.235.153.151,7f:29:51:9a:3c:02,c8:9b:a7:ab:4e:9a,2211,836,189321,63324,SYN,8,1,TCP,DDoS
1004,190.111.73.61,0b:81:d9:b1:d1:54,44:8c:21:bf:dc:e3,207,63,8848,11631,SYN,105,7,TCP,Brute Force
1005,92.239.64.52,b3:f6:ba:16:df:a7,28:15:5f:15:57:79,377,27,69802,4240,,94,5,ARP,ARP Poisoning
1006,40.101.179.101,e1:68:8d:85:1f:0a,1e:33:9e:23:d0:5f,458,48,36974,3962,,180,1,ARP,ARP Poisoning
1007,9.59.243.185,a1:a8:08:15:16:4d,32:fe:48:5f:dd:fc,305,35,11490,2028,SYN,162,4,TCP,Brute Force
1008,215.183.28.53,f7:b4:86:e0:1d:34,22:46:74:2d:3a:45,3045,989,133607,32665,SYN,5,2,TCP,DDoS
1009,143.108.24.68,59:5b:22:ba:76:55,60:37:55:27:f3:ce,64,16,1176,780,NONE,4,3,ARP,ARP Poisoning
1010,137.94.78.48,d2:f7:1f:c4:b8:d5,ba:49:f1:a4:5d:37,358,47,12199,8125,ACK,94,6,TCP,Brute Force
1011,96.231.241.2,d1:5d:54:74:88:d3,54:96:a3:ab:37:1d,278,13,53636,3436,,87,4,ARP,ARP Poisoning
1012,100.237.31.30,9f:c4:5b:dc:51:94,3d:f9:38:e4:74:ff,57,2,1782,66,NONE,3,3,ARP,ARP Poisoning
1013,161.153.207.76,09:63:d4:e1:f2:98,35:3c:15:69:8a:2b,197,16,11207,13819,SYN,99,7,TCP,Brute Force
1014,22.151.49.20,79:d7:11:11:1e:f4,bd:a5:f2:6d:ea:ab,3417,419,197662,22625,SYN,5,4,TCP,DDoS
1015,49.149.191.214,2d:21:00:21:54:c9,61:40:ea:89:6f:fc,227,95,5990,543,FIN,123,4,TCP,Brute Force
1016,29.155.148.157,70:c8:5c:22:5c:9a,fa:e2:c5:67:6e:0d,3947,541,57333,37770,SYN,9,9,UDP,DDoS
1017,229.6.115.79,ee:ff:1a:89:9f:83,e4:bf:28:96:41:7f,1480,603,182749,47682,SYN,1,2,TCP,DDoS
1018,128.209.66.152,a4:9f:aa:52:65:29,f0:ac:35:25:c0:9e,95,12,1847,591,NONE,2,3,ARP,ARP Poisoning
1019,220.38.113.115,8f:7d:e7:5d:82:b0,67:f3:ea:dc:64:4f,178,88,17469,14648,SYN,87,7,TCP,Brute Force
1020,52.103.169.218,1c:00:5f:8a:04:70,d5:04:7c:96:da:b6,158,12,96223,3902,,160,4,ARP,ARP Poisoning
1021,209.223.45.193,6a:50:bb:2c:7b:43,02:e4:ae:dd:21:97,283,61,18891,10910,ACK,90,8,TCP,Brute Force
1022,10.39.62.55,04:90:b5:b6:5b:ce,3f:f2:40:44:a1:81,24,5,874,853,NONE,3,2,ARP,ARP Poisoning
1023,53.175.141.147,7a:aa:3d:b1:8b:85,21:68:8c:fa:31:9d,224,49,3299,2561,SYN,55,35,TCP,Port Scanning
1024,255.40.20.212,ab:fb:ff:70:84:c8,ad:03:6a:58:f7:c8,1360,930,145492,133911,SYN,3,9,TCP,DDoS
1025,188.83.21.88,e3:bc:5b:99:cf:d8,0b:79:c4:77:c6:65,2720,502,192860,139642,SYN,4,8,ICMP,DDoS
1026,55.215.213.136,ec:8b:a6:d5:89:9a,53:89:f2:50:79:f9,2703,807,155997,114187,SYN,5,8,TCP,DDoS
1027,196.193.16.31,c7:22:87:cf:2f:6c,f3:6d:91:c1:f4:5c,75,26,4306,1294,FIN,10,10,TCP,Normal
1028,27.249.126.222,d3:7a:52:65:e3:2f,a8:57:33:a1:b3:62,35,6,923,912,NONE,3,3,ARP,ARP Poisoning
1029,85.32.27.63,d4:1e:5d:77:16:79,36:06:eb:38:86:89,99,2,893,567,NONE,3,1,ARP,ARP Poisoning
1030,64.66.93.5,17:02:de:0e:f2:90,6d:32:c2:19:09:e8,64,18,1457,574,NONE,4,3,ARP,ARP Poisoning
1031,130.54.31.14,2c:28:bd:15:fa:61,b2:c1:7d:8b:ba:6a,2312,764,102513,112081,SYN,3,9,UDP,DDoS
1032,49.218.159.80,6b:1d:7d:18:65:18,ae:ba:12:6e:6b:06,198,11,4068,13274,SYN,159,6,TCP,Brute Force
1033,70.192.67.252,59:fe:7f:91:af:0c,ae:52:cf:f2:1e:ed,206,35,15953,10051,SYN,67,8,TCP,Brute Force
1034,230.192.168.40,7d:b0:70:69:eb:6c,69:0c:15:b2:ab:bd,3287,486,126204,52974,ACK,6,8,TCP,DDoS
1035,215.172.55.142,2c:14:19:59:07:00,f3:75:7a:36:30:4d,127,30,5539,2395,NONE,62,98,TCP,Port Scanning
1036,223.148.50.188,68:bb:ff:e7:de:f4,0c:3c:b1:cd:24:d9,1065,997,89133,111526,SYN,3,1,TCP,DDoS
1037,248.113.146.15,82:19:59:83:0e:24,cb:2a:88:c6:5a:44,43,1,842,466,NONE,4,4,ARP,ARP Poisoning
1038,39.244.2.8,6f:ad:c1:f3:a6:23,49:1b:54:9d:fb:22,4192,773,113513,126991,SYN,5,9,TCP,DDoS
1039,42.75.73.56,30:d9:80:76:1c:06,50:ee:53:8a:e6:73,238,64,17904,4793,SYN,157,5,TCP,Brute Force
1040,251.114.206.62,71:6d:f7:12:f6:c1,8d:49:7f:5d:8b:bc,3825,281,136778,29833,SYN,2,3,TCP,DDoS
1041,154.86.204.249,59:2c:ef:ab:da:de,e7:af:37:bf:bb:28,437,68,2228,4685,SYN,192,7,TCP,Brute Force
1042,83.71.227.208,0e:8c:ea:32:b9:37,4d:e0:23:f1:58:25,99,17,843,324,NONE,3,2,ARP,ARP Poisoning
1043,192.168.131.236,58:43:a5:a9:4e:a4,c5:e1:6a:5c:79:e4,3,4.53,1565,59.54,,0,0,ARP,Normal
1044,212.199.84.30,c6:f2:65:a5:23:69,fd:f8:b0:22:13:1d,110,46,39749,2672,,166,5,ARP,ARP Poisoning
1045,180.96.124.210,05:d6:13:9b:3b:aa,3b:44:1f:bc:33:12,30,8,680,551,NONE,3,4,ARP,ARP Poisoning
1046,49.146.186.21,af:64:0b:af:f6:e9,47:5b:a2:64:c7:bf,2817,854,182079,140640,SYN,9,8,TCP,DDoS
1047,87.69.6.144,fa:39:45:04:49:72,92:fa:c7:4f:eb:42,74,16,422,993,NONE,3,1,ARP,ARP Poisoning
1048,23.205.95.250,bd:94:de:0d:49:90,b9:e3:c7:73:79:ca,344,23,63944,2453,,138,4,ARP,ARP Poisoning
1049,46.194.181.97,cb:3a:bb:60:bf:d4,af:ec:aa:18:08:d7,165,96,5353,8877,ACK,142,1,TCP,Brute Force
1050,161.75.253.48,c8:35:95:44:9d:d3,2d:29:5a:9b:01:97,2972,606,157927,68301,ACK,7,4,TCP,DDoS
1051,48.198.192.102,96:03:54:e2:a5:9f,c6:3a:df:68:5a:08,3328,852,76635,34593,NONE,3,7,UDP,DDoS
1052,39.143.165.159,16:e8:a0:a2:4a:d5,1d:e6:ff:01:2a:b9,18,34,3403,148,PSH,8,12,UDP,Normal
1053,184.38.225.77,df:eb:ab:6e:08:41,61:89:1a:46:81:f8,242,55,10371,4524,ACK,192,5,TCP,Brute Force
1054,79.97.33.44,ce:7b:f5:50:0a:43,fb:8c:5c:42:bd:39,296,10,4758,2962,SYN,70,28,TCP,Port Scanning
1055,192.168.51.221,89:e5:76:47:fe:3e,8e:cd:5d:b9:59:2f,20,4.09,557,164.66,,0,0,ARP,Normal
1056,71.189.100.224,61:ba:8a:2d:41:c3,ad:64:e0:e4:66:c8,167,20,5251,3305,SYN,96,45,UDP,Port Scanning
1057,154.82.236.162,13:e1:82:2e:af:5b,a8:53:0a:e0:99:7f,56,28,4405,1788,NONE,7,17,UDP,Normal
1058,51.228.143.145,25:e6:54:f1:cd:24,c3:d7:89:18:3a:1d,138,10,92035,3034,,190,4,ARP,ARP Poisoning
1059,45.249.75.219,de:06:3c:c3:ed:5e,d3:f8:f6:9e:e7:9f,437,77,2241,12953,SYN,99,8,TCP,Brute Force
1060,188.97.96.48,b2:dc:10:e4:8b:6b,5a:39:39:2f:81:d9,3480,657,141587,21456,ACK,5,4,UDP,DDoS
1061,221.196.157.46,c1:cf:35:05:49:ef,17:4e:3a:16:fb:b7,54,33,4197,578,RST,14,13,UDP,Normal
1062,35.148.143.53,a3:b5:45:86:4d:8d,f0:9b:c6:44:f0:9d,367,33,17808,1535,SYN,108,8,TCP,Brute Force
1063,11.137.40.255,cf:61:9a:79:f6:90,60:0f:c2:fb:25:60,226,78,18766,7613,FIN,112,1,TCP,Brute Force
1064,165.145.50.86,8e:07:33:9f:77:4c,84:f7:e4:f1:97:5b,68,25,5122,2943,SYN,44,86,TCP,Port Scanning
1065,50.107.129.138,5a:cc:be:a5:3d:77,86:24:aa:c1:54:69,92,12,602,909,NONE,3,4,ARP,ARP Poisoning
1066,130.186.194.153,ed:7f:d2:8f:fd:01,5a:dd:f4:3c:d2:33,52,36,2267,622,URG,1,16,TCP,Normal
1067,86.204.111.34,af:2f:76:e5:93:50,74:1f:f3:dd:b9:b4,65,4,1098,693,NONE,4,3,ARP,ARP Poisoning
1068,240.200.200.198,c3:c9:cc:c2:87:98,01:bc:52:cc:ab:5c,281,16,2166,2921,SYN,41,82,TCP,Port Scanning
1069,86.210.181.149,2a:4b:cc:88:ac:b5,09:ed:53:e0:9f:37,479,43,80127,2820,,42,1,ARP,ARP Poisoning
1070,142.153.42.13,c9:6f:df:66:2f:d4,fa:cb:cc:d2:60:44,46,12,1684,515,NONE,4,4,ARP,ARP Poisoning
1071,6.113.233.176,3e:fa:30:7c:67:b5,fa:1e:3d:23:8d:85,2236,881,137805,62666,SYN,3,1,TCP,DDoS
1072,100.191.87.38,6b:8d:c9:8b:9e:c1,46:0d:95:c3:bc:45,3194,351,70927,38395,SYN,8,5,TCP,DDoS
1073,134.171.160.132,99:40:25:85:f0:fb,07:f9:d6:44:48:eb,493,69,10169,8993,ACK,100,8,TCP,Brute Force
1074,82.239.94.250,78:6a:04:78:e8:11,8b:cc:4a:9b:48:20,270,76,8680,14010,ACK,180,6,TCP,Brute Force
1075,192.168.229.48,d1:07:92:96:57:08,7b:d1:60:6d:48:40,9,2.13,1993,113.3,,0,0,ARP,Normal
1076,192.168.8.23,79:e4:0c:66:f8:71,b7:b6:cd:57:f4:7b,19,4.02,1449,441.95,,0,0,ARP,Normal
1077,150.126.105.30,82:34:d8:24:82:4f,17:ab:53:17:40:01,57,17,1368,918,NONE,1,2,ARP,ARP Poisoning
1078,192.168.86.126,74:cb:db:80:b5:86,9f:a1:4a:e4:6e:76,4,3.55,884,104.23,,0,0,ARP,Normal
1079,223.153.90.250,21:b9:3a:7a:cd:3d,26:c8:99:c3:a8:1f,1755,665,143518,96877,ACK,6,6,TCP,DDoS
1080,76.160.51.149,b6:7e:73:df:ca:b6,f6:c0:09:aa:df:a1,1129,253,65888,112595,SYN,7,2,ICMP,DDoS
1081,192.168.47.191,65:d4:53:7b:5c:f2,72:25:6f:1a:51:b1,3,3.63,1025,161.97,,0,0,ARP,Normal
1082,18.23.134.48,85:d2:cd:5e:17:69,05:6d:8a:f1:bf:d5,65,44,4678,3510,SYN,81,56,TCP,Port Scanning
1083,158.212.63.235,06:09:ef:e5:6a:79,f7:3e:c6:54:22:b3,219,43,72930,3695,,161,4,ARP,ARP Poisoning
1084,241.177.143.4,32:9e:4b:b4:b1:f6,1f:53:2e:f6:c2:b2,86,14,1087,682,NONE,1,3,ARP,ARP Poisoning
1085,193.183.93.41,ce:40:87:18:ba:00,84:3b:d0:83:cf:c3,1812,491,172216,108290,ACK,1,3,TCP,DDoS
1086,160.208.152.127,be:f2:77:26:2e:64,86:30:af:ab:14:54,462,35,53986,2170,,117,3,ARP,ARP Poisoning
1087,95.165.219.252,ed:33:0a:42:d2:5f,0b:c4:0e:fa:d4:83,93,8,1833,586,NONE,1,3,ARP,ARP Poisoning
1088,59.70.46.188,38:6e:c3:55:5f:c3,65:a5:bf:49:1d:af,60,14,845,189,NONE,1,4,ARP,ARP Poisoning
1089,160.102.92.22,0c:de:90:6b:b5:d3,ea:ed:bf:6b:f7:b0,143,31,9840,992,SYN,31,28,TCP,Port Scanning
1090,193.127.4.213,4b:46:8d:c1:0e:65,0b:a0:73:9a:8b:61,3123,293,96329,143908,NONE,8,1,TCP,DDoS
1091,28.129.79.171,8e:3a:c7:a6:76:fe,b2:48:86:35:48:cb,408,88,6903,1125,SYN,176,7,TCP,Brute Force
1092,6.215.131.59,6d:80:b5:59:b4:48,70:94:fc:8e:3b:fd,25,16,1639,191,NONE,2,2,ARP,ARP Poisoning
1093,50.164.74.117,41:7b:41:c3:95:b0,12:46:8f:78:cb:94,380,37,45906,4543,,180,1,ARP,ARP Poisoning
1094,240.183.205.144,b6:9f:4f:82:fb:82,f1:8d:6c:49:12:dd,63,6,729,938,NONE,1,2,ARP,ARP Poisoning
1095,34.126.225.104,08:b6:2f:dc:4d:e4,75:4d:a6:e5:5c:5c,1252,637,137009,33460,SYN,2,6,UDP,DDoS
1096,7.23.233.82,a6:aa:ec:31:6e:ea,f7:ca:ce:00:d5:df,250,58,19531,2029,SYN,155,4,TCP,Brute Force
1097,102.160.150.112,b5:a5:94:a4:34:1a,e1:0e:bf:56:03:d9,403,76,10420,3756,SYN,197,2,TCP,Brute Force
1098,25.173.182.74,21:4f:94:16:9e:18,57:2f:0b:30:50:8c,467,44,4461,8599,ACK,198,2,TCP,Brute Force
1099,105.13.185.124,b8:15:25:a8:b2:b9,c1:a9:b1:d8:3a:d4,2362,638,131745,132289,SYN,3,1,TCP,DDoS
1100,47.197.207.190,bc:a7:4d:bc:ef:33,13:cd:36:f3:61:dc,58,4,2578,98,PSH,2,9,UDP,Normal
1101,53.112.105.230,8e:7e:d7:b0:4b:e6,ee:7b:28:17:5e:d4,252,63,11981,11028,SYN,61,3,TCP,Brute Force
1102,29.194.253.50,ad:8f:06:8e:77:6f,91:e9:6f:b4:eb:f1,124,19,25349,4695,,198,5,ARP,ARP Poisoning
1103,14.136.60.94,40:a7:8d:d9:2e:3d,d1:26:d1:90:1f:81,115,43,8771,3656,NONE,26,86,UDP,Port Scanning
1104,192.168.92.53,37:98:67:78:84:f1,7d:f0:93:a3:fc:09,7,0.77,1583,422.76,,0,0,ARP,Normal
1105,226.99.97.44,08:af:dd:12:e0:11,bf:cc:74:e5:cb:10,1645,585,119386,95401,SYN,9,1,TCP,DDoS
1106,219.36.141.229,34:91:c4:44:7c:c9,9a:e7:ec:05:d0:93,19,44,3852,1127,RST,10,2,TCP,Normal
1107,116.248.155.156,ca:74:ed:56:f5:97,44:4d:b5:5b:c8:ff,4227,976,89578,134583,SYN,8,6,TCP,DDoS
1108,106.160.248.109,39:71:a5:9d:7d:ce,7f:12:0c:4f:c3:a6,52,46,3829,324,SYN,6,8,UDP,Normal
1109,192.168.220.231,66:5c:58:9b:86:e8,91:81:ae:fb:93:15,10,4.73,1624,317.02,,0,0,ARP,Normal
1110,31.240.90.94,2e:0b:90:5a:31:4e,2f:0a:5e:e2:06:ea,37,4,750,391,NONE,4,4,ARP,ARP Poisoning
1111,81.237.167.181,d0:b6:8e:9f:60:df,fa:32:ae:ad:da:72,78,19,586,329,NONE,3,1,ARP,ARP Poisoning
1112,218.143.122.96,4a:75:de:25:29:57,8a:31:74:0c:81:7a,34,33,3451,1768,ACK,15,2,UDP,Normal
1113,6.9.143.108,a5:88:3c:44:59:f4,4f:a4:3e:e1:68:c5,316,75,3416,5364,ACK,126,6,TCP,Brute Force
1114,134.111.67.139,2f:48:ee:fb:6e:a2,79:27:ad:35:90:2b,50,1,3460,845,NONE,16,14,UDP,Normal
1115,241.33.164.60,85:3b:cf:e5:fe:1d,05:e4:b0:e3:44:b1,215,22,11472,11958,SYN,181,4,TCP,Brute Force
1116,144.41.44.179,54:12:fd:1c:08:3d,72:d1:4e:8c:33:85,130,25,64495,4772,,37,4,ARP,ARP Poisoning
1117,96.90.11.95,c3:30:81:67:df:23,14:82:89:85:63:c9,97,3,1315,252,NONE,4,3,ARP,ARP Poisoning
1118,209.69.8.249,2b:eb:ea:e5:ea:70,9d:0c:15:cd:78:05,290,15,86866,4522,,155,4,ARP,ARP Poisoning
1119,82.120.230.22,dc:e6:9b:d0:41:2d,94:eb:67:a0:e8:02,3713,717,104928,81416,ACK,2,4,UDP,DDoS
1120,236.6.98.74,fe:4e:af:66:e1:58,c3:64:8a:0e:68:df,4932,600,103640,43662,SYN,1,3,UDP,DDoS
1121,52.174.177.208,fe:48:1f:41:c0:49,ff:1f:bd:7b:7b:cf,4811,374,145765,75724,SYN,8,8,TCP,DDoS
1122,193.4.243.89,a5:1a:1c:d4:9e:a2,59:40:9c:8d:15:38,364,12,13810,618,SYN,175,9,TCP,Brute Force
1123,83.42.96.223,73:75:e7:cf:8f:47,fd:58:35:f5:e1:e4,84,6,1312,572,NONE,4,3,ARP,ARP Poisoning
1124,56.77.143.92,e0:3b:8c:fb:eb:7e,40:38:39:fb:87:c7,61,11,1200,71,NONE,4,1,ARP,ARP Poisoning
1125,109.100.58.45,f8:5a:7e:33:99:2a,5f:32:a0:42:1f:a2,3255,726,147579,41837,SYN,9,1,ICMP,DDoS
1126,212.31.20.48,9a:9d:8e:78:08:db,5a:8c:2b:76:59:15,106,28,5678,9356,ACK,176,7,TCP,Brute Force
1127,131.154.178.98,dd:e6:18:58:b5:04,5d:8f:cc:ab:ff:84,251,56,4164,11261,SYN,55,5,TCP,Brute Force
1128,91.70.189.117,30:ba:f4:1b:b7:9a,58:a1:16:dc:23:f0,3311,301,153717,144266,ACK,4,4,ICMP,DDoS
1129,211.251.135.14,30:22:71:cb:0e:a0,98:45:47:32:9a:d8,241,15,25654,4974,,38,5,ARP,ARP Poisoning
1130,192.168.197.152,91:35:6e:bf:ab:95,6d:83:f6:a5:14:b9,44,4.6,4717,1967.14,ACK,2,1,UDP,Normal
1131,180.74.131.26,21:6b:db:de:90:85,a5:9b:be:c5:62:49,27,31,4719,213,URG,17,16,ICMP,Normal
1132,196.51.190.70,53:8c:c8:b5:54:dd,d2:0b:a6:48:f0:bf,80,19,523,116,NONE,3,1,ARP,ARP Poisoning
1133,115.243.116.12,51:9f:7d:78:19:34,ae:15:cb:d8:fd:cd,192,25,5218,1121,NONE,45,74,TCP,Port Scanning
1134,251.157.254.98,cd:1c:b2:3f:88:70,27:6e:da:72:36:04,196,46,11227,8611,SYN,137,6,TCP,Brute Force
1135,111.180.69.27,da:78:2e:c8:d7:d3,e5:6b:75:f7:e9:fb,74,3,440,452,NONE,3,2,ARP,ARP Poisoning
1136,39.252.82.171,21:4c:1d:ba:2d:a1,f7:ee:2b:01:51:fc,3448,202,104322,34916,SYN,6,2,TCP,DDoS
1137,181.240.182.61,11:4d:69:7a:94:5d,d1:f0:f2:b1:ee:e5,75,13,436,617,FIN,16,15,UDP,Normal
1138,145.149.92.138,6b:a4:c2:6e:a9:53,0a:9e:17:b1:2a:d3,135,78,7601,3855,ACK,82,5,TCP,Brute Force
1139,107.164.192.131,60:76:20:fb:f3:e3,95:00:49:4e:00:92,2267,997,108402,20215,SYN,2,3,ICMP,DDoS
1140,41.191.34.205,f2:df:1c:36:ae:39,60:8d:32:95:54:e7,194,63,4973,4482,ACK,105,5,TCP,Brute Force
1141,102.171.241.222,b4:68:2e:30:2a:8e,0f:d4:d7:74:b4:20,321,62,19766,2157,FIN,119,3,TCP,Brute Force
1142,57.66.198.222,dc:bb:0c:e1:45:8d,fb:d0:11:af:ea:2d,1819,701,96142,124442,SYN,6,2,TCP,DDoS
1143,97.201.216.63,aa:0a:63:bc:1b:d0,43:55:c9:55:72:90,268,46,13618,1280,ACK,119,6,TCP,Brute Force
1144,17.196.31.203,c8:3e:62:ad:83:e1,7c:5a:16:fe:c7:ef,4965,386,137515,104540,ACK,4,4,TCP,DDoS
1145,131.221.244.126,1f:3e:b5:3f:c1:8d,46:57:a1:52:d1:35,2126,917,193048,59736,NONE,4,2,ICMP,DDoS
1146,123.104.113.172,67:b9:53:2a:35:50,0e:50:5e:ab:69:fd,4638,404,137620,121189,NONE,4,4,TCP,DDoS
1147,72.42.195.110,0a:c5:89:8a:8f:d6,cd:59:ed:9e:f8:3e,128,17,9261,4330,SYN,92,80,TCP,Port Scanning
1148,20.246.148.10,a5:25:b3:57:64:10,01:fa:67:a6:e0:7b,65,43,652,425,PSH,5,19,TCP,Normal
1149,68.45.121.226,a3:4f:41:22:c3:0a,eb:e9:c9:77:49:4f,231,49,6820,4909,SYN,76,99,TCP,Port Scanning
1150,24.174.172.219,b8:8c:de:8d:39:aa,c2:09:08:20:d5:ca,1820,579,57798,147239,ACK,6,1,ICMP,DDoS
1151,40.144.10.185,27:60:f8:20:ad:7e,bc:52:44:2f:34:ee,40,14,717,726,NONE,1,4,ARP,ARP Poisoning
1152,192.168.195.76,f5:b1:a1:ce:72:e6,33:f5:37:54:7c:81,19,2.8,1907,428.87,,0,0,ARP,Normal
1153,43.206.61.190,ed:42:dd:98:d2:2c,16:83:3c:f8:52:9c,73,9,1515,395,NONE,1,4,ARP,ARP Poisoning
1154,70.18.115.29,d1:36:56:f6:ae:09,90:0e:23:62:b6:d3,1562,478,101622,129690,SYN,7,8,TCP,DDoS
1155,77.167.18.46,b3:e2:39:c7:df:ed,e3:b5:20:5b:53:4b,116,13,9366,406,SYN,67,97,TCP,Port Scanning
1156,238.190.13.87,9a:6d:a4:51:b8:f4,86:47:e9:1e:ee:31,2153,864,177826,84893,ACK,3,9,UDP,DDoS
1157,1.150.9.143,94:4c:19:28:7a:e4,db:26:c8:ea:e2:c3,2535,823,81364,75290,ACK,8,8,TCP,DDoS
1158,214.204.169.173,7f:8e:c7:b6:eb:e0,bc:f7:a7:0d:9c:d7,97,22,970,4039,SYN,21,33,UDP,Port Scanning
1159,69.22.157.161,d6:64:47:f3:84:4b,63:b8:5d:47:03:b0,207,16,3094,4293,SYN,94,95,TCP,Port Scanning
1160,192.168.115.44,62:32:39:06:3f:ce,43:a4:bd:3f:9e:5c,23,18.01,1413,1539.13,SYN,5,9,ICMP,Normal
1161,59.203.59.198,51:27:d8:a3:0c:ac,a5:af:95:4a:aa:c8,92,44,3981,982,NONE,9,12,TCP,Normal
1162,59.214.61.177,cf:70:12:33:90:83,1c:13:b8:4d:1e:cb,264,27,3018,291,SYN,62,81,UDP,Port Scanning
1163,43.58.43.86,bc:b1:b3:ac:6b:86,f5:af:e7:21:64:31,198,85,12870,1618,SYN,75,5,TCP,Brute Force
1164,77.182.62.109,0d:7f:73:5f:90:a3,8b:3c:b7:74:8f:27,2184,699,199328,73869,SYN,6,2,TCP,DDoS
1165,216.231.101.80,54:41:4e:e3:23:47,7d:d4:2a:28:a6:ac,207,41,15883,12072,SYN,86,7,TCP,Brute Force
1166,243.42.56.60,fa:c2:26:33:8b:9e,15:58:97:e4:a0:9e,274,32,8421,708,SYN,44,24,TCP,Port Scanning
1167,224.7.64.34,71:be:a9:75:a0:22,fb:09:46:08:33:50,4274,279,96464,26549,SYN,1,3,UDP,DDoS
1168,17.24.105.224,13:9f:70:8f:fd:a2,f8:d1:5a:70:b1:be,73,22,1947,1134,FIN,18,9,ICMP,Normal
1169,216.68.154.165,29:3e:34:bc:bc:a3,46:f2:0e:dd:a0:bf,2339,708,161690,74224,ACK,7,2,ICMP,DDoS
